14443, -370, -83, 22
14464, -371, -83, 22
14485, -372, -84, 23
14507, -373, -85, 23
14528, -374, -85, 23
14550, -375, -86, 22
14571, -376, -86, 24
14592, -377, -87, 21
14613, -378, -88, 22
14635, -380, -89, 23
14656, -381, -90, 22
14678, -382, -90, 22
14699, -383, -91, 22
14720, -384, -91, 20
14741, -385, -92, 23
14763, -386, -93, 21
14784, -387, -93, 22
14806, -388, -94, 23
14827, -389, -95, 22
14848, -390, -95, 22
14869, -391, -96, 23
14891, -392, -96, 24
14912, -393, -97, 24
14934, -394, -98, 24
14955, -396, -99, 24
14976, -397, -100, 22
14997, -398, -100, 23
15019, -399, -101, 22
